# Time	G_on.ParticleNumber	G_off.ParticleNumber	Prot.ParticleNumber	
75.1908	1	0	31	
75.6498	1	0	32	
76.0216	1	0	31	
76.9994	1	0	32	
77.3833	1	0	31	
79.3686	1	0	30	
80.5842	1	0	29	
81.7759	1	0	30	
82.5417	1	0	29	
83.2557	1	0	28	
85.8496	1	0	27	
87.059	0	1	27	
88.7255	0	1	26	
90.3575	0	1	25	
93.581	0	1	24	
93.5988	0	1	23	
96.1098	1	0	23	
97.0181	1	0	22	
97.0461	1	0	23	
97.5798	1	0	24	
98.7091	0	1	24	
100.227	0	1	23	
101.619	0	1	22	
102.83	0	1	21	
105.756	0	1	20	
106.385	0	1	19	
111.378	0	1	18	
113.105	1	0	18	
113.335	0	1	18	
120.269	1	0	18	
121.975	1	0	19	
122.047	1	0	20	
122.753	1	0	21	
123.382	1	0	22	
123.845	1	0	23	
124.273	1	0	24	
124.871	1	0	25	
125.113	1	0	26	
125.455	1	0	25	
126.497	1	0	24	
126.661	1	0	25	
127.704	1	0	26	
128.07	1	0	27	
128.367	1	0	26	
129.094	1	0	25	
130.036	1	0	24	
130.064	1	0	25	
130.608	1	0	24	
130.881	1	0	25	
131.009	1	0	24	
131.269	1	0	25	
131.491	1	0	26	
131.82	1	0	25	
132.776	1	0	26	
133.239	1	0	25	
133.888	1	0	26	
134.951	1	0	27	
135.531	0	1	27	
138.363	1	0	27	
139.248	1	0	26	
139.363	1	0	27	
139.506	1	0	28	
141.235	1	0	29	
141.992	1	0	28	
142.115	1	0	29	
143.195	1	0	28	
143.214	1	0	29	
144.518	1	0	30	
144.663	1	0	31	
145.303	0	1	31	
147.438	0	1	30	
147.603	0	1	29	
148.916	0	1	28	
149.282	0	1	27	
153.353	0	1	26	
153.807	0	1	25	
155.863	0	1	24	
157.219	0	1	23	
157.251	0	1	22	
159.058	0	1	21	
159.16	0	1	20	
161.383	0	1	19	
163.425	0	1	18	
164.158	0	1	17	
164.194	1	0	17	
164.504	1	0	16	
164.511	1	0	17	
164.695	1	0	18	
165.746	1	0	17	
165.892	1	0	18	
165.963	1	0	19	
166.631	1	0	20	
168.267	1	0	21	
168.413	1	0	22	
170.973	1	0	23	
172.156	1	0	24	
172.371	1	0	23	
173.742	1	0	22	
174.434	1	0	21	
175.33	0	1	21	
178.273	0	1	20	
178.892	0	1	19	
179.644	1	0	19	
180.733	1	0	20	
182.411	1	0	19	
183.415	1	0	20	
183.451	1	0	21	
184.559	1	0	20	
184.848	1	0	19	
185.562	1	0	20	
187.688	1	0	19	
188.161	1	0	18	
188.429	1	0	17	
188.703	1	0	18	
189.635	1	0	19	
190.156	1	0	20	
191.326	1	0	21	
191.392	1	0	22	
191.433	1	0	23	
191.668	0	1	23	
192.296	0	1	22	
192.599	0	1	21	
192.829	1	0	21	
192.864	1	0	22	
193.623	1	0	21	
194.154	1	0	22	
195.078	1	0	23	
196.299	1	0	24	
196.979	1	0	23	
197.003	1	0	24	
197.028	1	0	25	
198.002	1	0	24	
199.77	1	0	25	
200	1	0	25	
nan	nan	nan	nan	
0	1	0	0	
0.183021	1	0	1	
1.56006	1	0	2	
1.66081	1	0	3	
3.15962	1	0	4	
3.18651	1	0	5	
4.17994	1	0	6	
5.4715	1	0	7	
6.71317	1	0	8	
6.79634	1	0	9	
6.92222	1	0	10	
6.99941	1	0	9	
9.91226	1	0	10	
11.5782	1	0	11	
13.5683	1	0	12	
13.7398	1	0	13	
13.7878	1	0	14	
16.0168	1	0	15	
18.1697	1	0	14	
18.6309	0	1	14	
19.3509	1	0	14	
20.0769	1	0	15	
20.3646	1	0	14	
20.5915	1	0	15	
20.9628	1	0	16	
21.1314	1	0	17	
21.3099	1	0	16	
22.1558	0	1	16	
24.0272	0	1	15	
27.2614	1	0	15	
27.6812	1	0	14	
27.903	1	0	15	
28.7164	1	0	16	
28.8369	1	0	17	
29.0889	1	0	18	
29.6487	1	0	19	
29.7191	1	0	18	
29.8052	1	0	17	
